WAT_Id;btxoms;btccod;btlcod;sgkcod;sgkoms;KROSPAR;OSPAR;OSPAR_EUC;Trofie;DiatomeeFlagellaat;DiatDinoOverig;Fylum;Klasse;GenusPlus;ID_old;GEEL;Ecologische informatie;Opmerkingen;btxoms1990;sgkcod1990;btxoms1993;sgkcod1993;btxoms1994;sgkcod1994;btxoms1999;sgkcod1999;btxoms2003;sgkcod2003;BIOVLME_;BIOMSA_;CHLFa_
307;Gyrosigma balticum;5232414040;GYSIBALT;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Gyrosigma;300;0;kust en estuarien;;Pennales;BLU4;Pennales;BLU4;Pennales;BLU4;Pennales;BLU4;Gyrosigma balticum;NVT;27612;;50
308;Gyrosigma fasciola;5232414080;GYSIFASC;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Gyrosigma;301;0;kust en estuarien;;Gyrosigma fasciola;NVT;Gyrosigma fasciola;NVT;Gyrosigma fasciola;NVT;Pennales;BLU4;Gyrosigma fasciola;NVT;4189;;50
309;Gyrosigma tenuissimum;5232414180;GYSITENU;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Gyrosigma;302;0;kust en estuarien;;Pennales;BLU4;Pennales;BLU4;Pennales;BLU4;Pennales;BLU4;Gyrosigma tenuissimum;NVT;199;;50
58;Halosphaeraceae;5141200000;HALOSPAE;NVT;Niet van toepassing;;;;fototroof;Flagellaten;Overig;Chlorophyta;Prasinophyceae;Halosphaeraceae;303;0;off-shore;In 1) geteld als bol indet;Ondetermineerbare alg;DU030050;Ondetermineerbare alg;DU030050;Ondetermineerbare alg;DU030050;Ondetermineerbare alg;DU030050;Halosphaeraceae;NVT;523599;;50
316;Haslea;5232421700;HASLSPEC;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Haslea;304;0;;"samenvoegen als Haslea sp 5640; 24/11: weglaten";weglaten;BLU2;Pennales;BLU2;Pennales;BLU2;Pennales;BLU2;Haslea;NVT;2262;;50
317;Haslea sp 5640;5232421710;HASLVYFD;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Haslea;305;0;;24/11: weglaten;weglaten;BLU2;Pennales;BLU2;Pennales;BLU2;Pennales;BLU2;Haslea sp 5640;NVT;2262;;50
255;Helicotheca;5231609000;HETHSPEC;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Helicotheca;306;0;;samenvoegen als Helicotheca tamesis;Helicotheca tamesis;NVT;Helicotheca tamesis;NVT;Helicotheca tamesis;NVT;Helicotheca tamesis;NVT;Helicotheca;NVT;73500;;50
256;Helicotheca tamesis;5231609010;HECOTAME;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Helicotheca;307;1;;;Helicotheca tamesis;NVT;Helicotheca tamesis;NVT;Helicotheca tamesis;NVT;Helicotheca tamesis;NVT;Helicotheca tamesis;NVT;73500;;50
417;Herdmania litoralis;5252111010;HERDLITO;NVT;Niet van toepassing;;;;heterotroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Herdmania;308;0;benthische soort;;Dinophyceae;NVT;Dinophyceae;NVT;Dinophyceae;NVT;Dinophyceae;NVT;Herdmania litoralis;NVT;2094;;50
89;Heterocapsa;5223102000;HECASPEC;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Heterocapsa;309;0;;in 1) geteld als dinohyceae;Dinophyceae;NVT;Dinophyceae;NVT;Heterocapsa;NVT;Heterocapsa;NVT;Heterocapsa;NVT;1072;;50
529;Heterocapsa;5253102000;HECASPEC;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Heterocapsa;309;0;;in 1) geteld als dinohyceae;Dinophyceae;NVT;Dinophyceae;NVT;Heterocapsa;NVT;Heterocapsa;NVT;Heterocapsa;NVT;1072;;50
531;Heterocapsa minima;5253102020;HECAMINI;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Heterocapsa;310;0;;24/11: de meeste betreffen Heterocapsa minima, dus daar heen verhuizen.;Heterocapsa minima;NVT;Amphidinium;NVT;Heterocapsa minima;NVT;Heterocapsa minima;NVT;Heterocapsa minima;NVT;262;;50
405;Heterocapsa rotundata;5252104010;HECAROTU;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Heterocapsa;311;0;;"onderscheid niet te maken, samenvoegen als H. minima; 24/11: de meeste betreffen H. minima, dus daar heen verhuizen.";Heterocapsa minima;NVT;Amphidinium;NVT;Heterocapsa minima;NVT;Heterocapsa minima;NVT;Heterocapsa rotundata;NVT;575;;50
530;Heterocapsa triquetra;5253102010;HECATRIQ;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Heterocapsa;312;1;;;Heterocapsa triquetra;NVT;Heterocapsa triquetra;NVT;Heterocapsa triquetra;NVT;Heterocapsa triquetra;NVT;Heterocapsa triquetra;NVT;4091;;50
588;Heterosigma akashiwo;6631107010;HESIAKAS;NVT;Niet van toepassing;Raphidofyten;;Heterosigma akashiwo;fototroof;Flagellaten;Overig;Flag.v.onz.syst.plaats;Raphidophyceae;Heterosigma;313;0;kust en estuarien;In 1) en 2b) geteld als bol indet of Raphidophyceae;Ondetermineerbare alg;DU003010;Ondetermineerbare alg;DU003010;Heterosigma akashiwo;NVT;Heterosigma akashiwo;NVT;Heterosigma akashiwo;NVT;262;;50
562;Hormogonales;5614000000;HORMOGON;NVT;Niet van toepassing;;;;fototroof;;Overig;Cyanophyta;Cyanophyceae;Hormogonales;314;0;zoetwatersoort;"In 1) geteld als cyanophyceae; 24/11: weglaten, te heterogeen";weglaten;NVT;Cyanophyceae;NVT;Hormogonales;NVT;Hormogonales;NVT;Hormogonales;NVT;63;;50
404;Katodinium;5252104000;KATOSPEC;NVT;Niet van toepassing;;;;beide, of onbekend;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Katodinium;315;0;;bedoeld wordt in 1) K.glaucum;Katodinium glaucum;NVT;Katodinium glaucum;NVT;Katodinium glaucum;NVT;Katodinium glaucum;NVT;Katodinium;NVT;3723;;50
406;Katodinium asymmetricum;5252104020;KATOASYM;NVT;Niet van toepassing;;;;heterotroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Katodinium;316;0;kust en estuarien;;Dinophyceae;NVT;Dinophyceae;NVT;Dinophyceae;NVT;Dinophyceae;NVT;Katodinium asymmetricum;NVT;11225;;50
395;Katodinium glaucum;5252103020;KATOGLAU;NVT;Niet van toepassing;;;;heterotroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Katodinium;317;1;;;Katodinium glaucum;NVT;Katodinium glaucum;NVT;Katodinium glaucum;NVT;Katodinium glaucum;NVT;Katodinium glaucum;NVT;5301;;50
69;Kephyrion ovale;5211207160;KEONOVAL;NVT;Niet van toepassing;;;;fototroof;Flagellaten;Overig;Chromophyta;Chrysophyceae;Kephyrion;318;0;zoetwatersoort;In 1) niet geteld, in 2b en 4) geteld als bol indet;niet geteld;NVT;niet geteld;NVT;Ondetermineerbare alg;DU003010;Ondetermineerbare alg;DU003010;Ondetermineerbare alg;DU003010;117;;50
22;Kirchneriella;5115109000;KIRCSPEC;NVT;Niet van toepassing;;;;fototroof;;Overig;Chlorophyta;Chlorophyceae;Kirchneriella;319;0;zoetwatersoort;In 1) niet geteld of geteld als bol indet en in 2b) als chlorophyceae;niet geteld;NVT;niet geteld;NVT;Chlorophyceae;NVT;Kirchneriella;NVT;Kirchneriella;NVT;117;;50
423;Kofoidinium velleloides;5252302010;KOFOVELL;NVT;Niet van toepassing;;;;heterotroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Kofoidinium;320;0;off-shore;24/11: naar Dinophyceae verhuizen.;Dinophyceae;NVT;Kofoidinium velleloides;NVT;Kofoidinium velleloides;NVT;Kofoidinium velleloides;NVT;Kofoidinium velleloides;NVT;134041;;50
52;Koliella;5116111000;KOLISPEC;NVT;Niet van toepassing;;;;fototroof;;Overig;Chlorophyta;Chlorophyceae;Koliella;321;0;zoetwatersoort;In 1) niet geteld en in 2b) geteld als Chlorophyceae of Chlorophyta;niet geteld;NVT;niet geteld;NVT;Chlorophyceae;NVT;Koliella;NVT;Koliella;NVT;164;;50
23;Lagerheimia;5115110000;LARHSPEC;NVT;Niet van toepassing;;;;fototroof;;Overig;Chlorophyta;Chlorophyceae;Lagerheimia;322;0;zoetwatersoort;24/11: weglaten, niet consequent geteld.;weglaten;NVT;Chlorophyceae;NVT;Chlorophyceae;NVT;Lagerheimia;NVT;Lagerheimia;NVT;34;;50
24;Lagerheimia genevensis;5115110020;LARHGENE;NVT;Niet van toepassing;;;;fototroof;;Overig;Chlorophyta;Chlorophyceae;Lagerheimia;323;0;zoetwatersoort;"Bovenstaande 2 taxa samenvoegen. In 1) en 2b) geteld als Chlorophyceae of Chlorophyta; 24/11: weglaten, niet consequent geteld.";weglaten;NVT;Chlorophyceae;NVT;Chlorophyceae;NVT;Lagerheimia;NVT;Lagerheimia genevensis;NVT;34;;50
168;Lauderia annulata;5231404010;LAUDANNU;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Lauderia;324;1;;;Lauderia annulata;NVT;Lauderia annulata;NVT;Lauderia annulata;NVT;Lauderia annulata;NVT;Lauderia annulata;NVT;21206;;50
169;Leptocylindrus danicus;5231405010;LECYDANI;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Leptocylindrus;325;1;;;Leptocylindrus danicus;NVT;Leptocylindrus danicus;NVT;Leptocylindrus danicus;NVT;Leptocylindrus danicus;NVT;Leptocylindrus danicus;NVT;1005;;50
171;Leptocylindrus mediterraneus;5231405030;LECYMEDI;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Leptocylindrus;326;0;off-shore;Waarschijnlijk in 1) en 2b) geteld als L. danicus;Leptocylindrus danicus;NVT;Leptocylindrus danicus;NVT;Leptocylindrus danicus;NVT;Leptocylindrus danicus;NVT;Leptocylindrus mediterraneus;NVT;7952;;50
170;Leptocylindrus minimus;5231405020;LECYMINI;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Leptocylindrus;327;1;;"; Mogelijk is er hier echt sprake van variaties";Leptocylindrus minimus;NVT;Leptocylindrus minimus;NVT;Leptocylindrus minimus;NVT;Leptocylindrus minimus;NVT;Leptocylindrus minimus;NVT;251;;50
583;Leucocryptos;6621105000;LECRSPEC;NVT;Niet van toepassing;;;;heterotroof;Flagellaten;Overig;Flag.v.onz.syst.plaats;Cryptophyceae;Leucocryptos;328;0;;24/11: weglaten;weglaten;DUG10;Protomonadales;DUG10;Leucocryptos;NVT;Leucocryptos;NVT;Leucocryptos;NVT;768;;50
584;Leucocryptos marina;6621105010;LECRMARI;NVT;Niet van toepassing;;;;heterotroof;Flagellaten;Overig;Flag.v.onz.syst.plaats;Cryptophyceae;Leucocryptos;329;0;;"Bovenstaande 2 taxa samenvoegen.; 24/11: weglaten";weglaten;DUG10;Protomonadales;DUG10;Leucocryptos;NVT;Leucocryptos;NVT;Leucocryptos marina;NVT;768;;50
276;Licmophora;5232111000;LICMSPEC;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Licmophora;330;0;benthische soort;"In 1) en 2b) geteld als pennales; 24/11: weglaten";weglaten;BLU3;Pennales;BLU3;Pennales;BLU3;Licmophora;NVT;Licmophora;NVT;1350;;50
571;Limnothrix;5614714000;LIMNSPEC;NVT;Niet van toepassing;;;;fototroof;;Overig;Cyanophyta;Cyanophyceae;Limnothrix;331;0;zoetwatersoort;"In 1) geteld als cyanophyceae en in 2b) geteld als hormogonales; 24/11: weglaten, te heterogeen";weglaten;NVT;Cyanophyceae;NVT;Hormogonales;NVT;Hormogonales;NVT;Limnothrix;NVT;25;;50
254;Lithodesmium undulatum;5231608010;LIMIUNDU;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Lithodesmium;332;1;kust en estuarien;;Lithodesmium undulatum;NVT;Lithodesmium undulatum;NVT;Lithodesmium undulatum;NVT;Lithodesmium undulatum;NVT;Lithodesmium undulatum;NVT;25000;;50
696;Mallomonas;5211305000;MANASPEC;NVT;Niet van toepassing;;;;fototroof;Flagellaten;Overig;Chromophyta;Chrysophyceae;Mallomonas;;0;zoetwatersoort;mjl: waargenomen in 2004, daarvoor als Ondetermineerbare alg.;Ondetermineerbare alg;NVT;Ondetermineerbare alg;NVT;Ondetermineerbare alg;NVT;Ondetermineerbare alg;NVT;Ondetermineerbare alg;NVT;262;;50
115;Melosira;5231106000;MELOSPEC;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Melosira;333;0;kust en estuarien;Inconsequent gebruik van deze categorie. Zie ook centrales.;Centrales;NVT;Melosira;NVT;Melosira;NVT;Melosira;NVT;Melosira;NVT;393;;50
117;Melosira dubia;5231106060;MELODUBI;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Melosira;334;0;kust en estuarien;"""dubieuze soort"", wordt zelden gezien, samenvoegen met Melosira";Melosira;NVT;Melosira;NVT;Melosira;NVT;Melosira;NVT;Melosira dubia;NVT;393;;50
119;Melosira moniliformis;5231106110;MELOMONI;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Melosira;335;0;kust en estuarien;;Melosira moniliformis;NVT;Melosira moniliformis;NVT;Melosira moniliformis;NVT;Melosira moniliformis;NVT;Melosira moniliformis;NVT;50265;;50
120;Melosira moniliformis var. octogona;5231106111;MELOMOoc;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Melosira;336;0;kust en estuarien;Vermoedelijk is hier bij de gevensbewerking van TRIPOS-bestanden een verkeerde soort ingevoerd. Deze varieteit is in die periode niet door mij waargenomen;Melosira;NVT;Melosira;NVT;Melosira;NVT;Melosira;NVT;Melosira moniliformis var. octogona;NVT;21206;;50
121;Melosira nummuloides;5231106120;MELONUMM;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Melosira;337;0;kust en estuarien;;Melosira nummuloides;NVT;Melosira nummuloides;NVT;Melosira nummuloides;NVT;Melosira nummuloides;NVT;Melosira nummuloides;NVT;524;;50
123;Melosira varians;5231106150;MELOVARI;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Melosira;338;0;zoetwatersoort;Mogelijk inconsequent gebruik van deze categorie. Samennemen met centrales;Centrales;NVT;Melosira varians;NVT;Melosira varians;NVT;Melosira varians;NVT;Melosira varians;NVT;6283;;50
124;Melosira westii;5231106160;MELOWEST;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Melosira;339;0;kust en estuarien;In 1), 2b) geteld als M. (synoniem: Pseudopodosira westii);Melosira;NVT;Melosira;NVT;Melosira;NVT;Melosira westii;NVT;Melosira westii;NVT;2094;;50
330;Membraneis challengeri;5232434010;MEISCHAL;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Membraneis;340;0;;Waarschijnlijk zijn eerdere waarnemingen in 2b) geteld als Campylodiscus, of in 1) als pennales;Pennales;BLU4;Pennales;BLU4;Campylodiscus;NVT;Membraneis challengeri;NVT;Membraneis challengeri;NVT;117810;;50
77;Meringosphaera;5211603000;MEGOSPEC;NVT;Niet van toepassing;;;;fototroof;;Overig;Chromophyta;Chrysophyceae;Meringosphaera;341;0;off-shore;;Ondetermineerbare alg;DU003010;Ondetermineerbare alg;DU003010;Ondetermineerbare alg;DU003010;Meringosphaera;NVT;Meringosphaera;NVT;524;;50
78;Meringosphaera mediterranea;5211603010;MEGOMEDI;NVT;Niet van toepassing;;;;fototroof;;Overig;Chromophyta;Chrysophyceae;Meringosphaera;342;0;;Samenvoegen van 2 bovenstaande taxa. In 1) en 2b) geteld als bol indet;Ondetermineerbare alg;DU003010;Ondetermineerbare alg;DU003010;Ondetermineerbare alg;DU003010;Meringosphaera;NVT;Meringosphaera mediterranea;NVT;524;;50
558;Merismopedia;5611112000;MEPESPEC;NVT;Niet van toepassing;;;;fototroof;;Overig;Cyanophyta;Cyanophyceae;Merismopedia;343;0;kust en estuarien;"in 1) geteld als cyanophyceae en in 2b) geteld als chroococcales; 24/11: weglaten, te heterogeen";weglaten;NVT;Cyanophyceae;NVT;Chroococcales;NVT;Merismopedia;NVT;Merismopedia;NVT;14;;50
372;Mesoporos perforatus;5251103010;MEPOPERF;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Mesoporos;344;0;;"In 1) soms verward met Prorocentrum minimum; 24/11: naar Prorocentrum balthicum NVT";Prorocentrum balticum;NVT;Prorocentrum minimum;NVT;Mesoporos perforatus;NVT;Mesoporos perforatus;NVT;Mesoporos perforatus;NVT;2094;;50
515;Micracanthodinium;5253001000;MICASPEC;NVT;Niet van toepassing;;;;heterotroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Micracanthodinium;345;0;kust en estuarien;;Dinophyceae;NVT;Dinophyceae;NVT;Micracanthodinium;NVT;Micracanthodinium;NVT;Micracanthodinium;NVT;1767;;50
516;Micracanthodinium setiferum;5253001010;MICASETI;NVT;Niet van toepassing;;;;heterotroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Micracanthodinium;346;0;kust en estuarien;Bovenstaande 2 taxa samenvoegen als Micracanthodinium. In 1) geteld ald dinophyceae;Dinophyceae;NVT;Dinophyceae;NVT;Micracanthodinium;NVT;Micracanthodinium;NVT;Micracanthodinium setiferum;NVT;1767;;50
19;Micractinium;5114504000;MITISPEC;NVT;Niet van toepassing;;;;fototroof;;Overig;Chlorophyta;Chlorophyceae;Micractinium;347;0;zoetwatersoort;"In 1), 2b) en 4) geteld als chloropyceae; 24/11: weglaten, niet consequent geteld.";weglaten;NVT;Chlorophyceae;NVT;Chlorophyceae;NVT;Chlorophyceae;NVT;Micractinium;NVT;34;;50
559;Microcystis;5611113000;MICYSPEC;NVT;Niet van toepassing;;;;fototroof;;Overig;Cyanophyta;Cyanophyceae;Microcystis;348;0;zoetwatersoort;;Ondetermineerbare alg;DU003010;Ondetermineerbare alg;DU003010;Cyanophyceae;NVT;Cyanophyceae;NVT;Microcystis;NVT;34;;50
560;Microcystis aeruginosa;5611113010;MICYAERU;NVT;Niet van toepassing;;;;fototroof;;Overig;Cyanophyta;Cyanophyceae;Microcystis;349;0;zoetwatersoort;Samenvoegen van 2 bovenstaande taxa als Microcystis. In 1) geteld als bol indet in 2b) als chroococcales;Ondetermineerbare alg;DU003010;Ondetermineerbare alg;DU003010;Cyanophyceae;NVT;Cyanophyceae;NVT;Microcystis aeruginosa;NVT;34;;50
262;Minutocellus polymorphus;5231801010;MICEPOLY;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Minutocellus;350;0;;;niet geteld;NVT;niet geteld;NVT;Pennales;BLU1;Pennales;BLU1;Minutocellus polymorphus;NVT;31;;50
263;Minutocellus scriptus;5231801020;MICESCRI;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Minutocellus;351;0;;Twee sterk op elkaar gelijkende zeer algemene soorten die door de kleine afmetingen over het hoofd werd gezien, of geteld als pennales of Cylindrotheca closterium;niet geteld;NVT;niet geteld;NVT;Pennales;BLU1;Pennales;BLU1;Minutocellus scriptus;NVT;31;;50
43;Monoraphidium;5115308000;MORASPEC;NVT;Niet van toepassing;;;;fototroof;;Overig;Chlorophyta;Chlorophyceae;Monoraphidium;352;0;zoetwatersoort;Alle Monoraphidium-soorten samenvoegen.;niet geteld;NVT;niet geteld;NVT;Monoraphidium;NVT;Monoraphidium;NVT;Monoraphidium;NVT;47;;50
44;Monoraphidium contortum;5115308020;MORACONT;NVT;Niet van toepassing;;;;fototroof;;Overig;Chlorophyta;Chlorophyceae;Monoraphidium;353;0;zoetwatersoort;"Alle Monoraphidium-soorten samenvoegen.; 24/11: weglaten, niet consequent geteld.";weglaten;NVT;Chlorophyceae;NVT;Monoraphidium;NVT;Monoraphidium;NVT;Monoraphidium contortum;NVT;47;;50
45;Monoraphidium griffithii;5115308040;MORAGRIF;NVT;Niet van toepassing;;;;fototroof;;Overig;Chlorophyta;Chlorophyceae;Monoraphidium;354;0;zoetwatersoort;"Alle Monoraphidium-soorten samenvoegen.; 24/11: weglaten, niet consequent geteld.";weglaten;NVT;Chlorophyceae;NVT;Monoraphidium;NVT;Monoraphidium;NVT;Monoraphidium griffithii;NVT;220;;50
46;Monoraphidium komarkovae;5115308070;MORAKOMA;NVT;Niet van toepassing;;;;fototroof;;Overig;Chlorophyta;Chlorophyceae;Monoraphidium;355;0;zoetwatersoort;"Alle Monoraphidium-soorten samenvoegen.; 24/11: weglaten, niet consequent geteld.";weglaten;NVT;Chlorophyceae;NVT;Monoraphidium;NVT;Monoraphidium;NVT;Monoraphidium komarkovae;NVT;188;;50
54;Mougeotia;5121103000;MOUGSPEC;NVT;Niet van toepassing;;;;fototroof;;Overig;Chlorophyta;Conjugatophyceae;Mougeotia;356;0;zoetwatersoort;"In 1) en 2b) geteld als chlorophyceae; 24/11: weglaten, niet consequent geteld.";weglaten;NVT;Chlorophyceae;NVT;Chlorophyceae;NVT;Chlorophyceae;NVT;Mougeotia;NVT;628;;50
593;Myrionecta rubra;6771D23010;MYNERUBR;NVT;Niet van toepassing;;;;fototroof;;Overig;CILIOPHORA;LITOSTOMATEA (RHABDOPHORA);Myrionecta;357;1;;;Myrionecta rubra;NVT;Myrionecta rubra;NVT;Myrionecta rubra;NVT;Myrionecta rubra;NVT;Myrionecta rubra;NVT;1767;;50
311;Navicula;5232417000;NAVISPEC;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Navicula;358;0;;;Navicula;NVT;Navicula;NVT;Navicula;NVT;Navicula;NVT;Navicula;NVT;65;;50
312;Navicula diploneoides;5232417580;NAVIDIPL;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Navicula;359;0;;24/11: weglaten;weglaten;NVT;Navicula;NVT;Navicula;NVT;Navicula;NVT;Navicula diploneoides;NVT;251;;50
313;Navicula distans;5232417630;NAVIDIST;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Navicula;360;0;off-shore;In 1), 2b) en 4) alleen onderscheid gemaakt in Navicula distans en Navicula;Navicula distans;NVT;Navicula distans;NVT;Navicula distans;NVT;Navicula distans;NVT;Navicula distans;NVT;16085;;50
315;Navicula hyalinula;5232419110;NAVIHYNU;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Navicula;361;0;;24/11: weglaten;weglaten;NVT;Navicula;NVT;Navicula;NVT;Navicula;NVT;Navicula hyalinula;NVT;491;;50
412;Nematodinium;5252108000;NENISPEC;NVT;Niet van toepassing;;;;heterotroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Nematodinium;362;0;;24/11: naar Gymnodiniaceae 30-50;Gymnodiniaceae;DU030050;Nematodinium;NVT;Nematodinium;NVT;Nematodinium;NVT;Nematodinium;NVT;14570;;50
413;Nematodinium armatum;5252108010;NENIARMA;NVT;Niet van toepassing;;;;heterotroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Nematodinium;363;0;;"Bovenstaande 3 taxa samenvoegen, alle Nematodinium; 24/11: naar Gymnodiniaceae 30-50";Gymnodiniaceae;DU030050;Nematodinium;NVT;Nematodinium;NVT;Nematodinium;NVT;Nematodinium armatum;NVT;14570;;50
414;Nematopsides;5252109000;NESISPEC;NVT;Niet van toepassing;;;;heterotroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Nematopsides;364;0;;"Bovenstaande 3 taxa samenvoegen, alle Nematodinium; 24/11: naar Gymnodiniaceae 30-50";Gymnodiniaceae;DU030050;Nematodinium;NVT;Nematodinium;NVT;Nematodinium;NVT;Nematopsides;NVT;14570;;50
415;Nematopsides vigilans;5252109010;NETOVIGI;NVT;Niet van toepassing;;;;heterotroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Nematopsides;365;0;;"Bovenstaande 3 taxa samenvoegen, alle Nematodinium; 24/11: naar Gymnodiniaceae 30-50";Gymnodiniaceae;DU030050;Nematodinium;NVT;Nematodinium;NVT;Nematodinium;NVT;Nematopsides vigilans;NVT;14570;;50
13;Nephroselmis;5112101000;NESESPEC;NVT;Niet van toepassing;;;;fototroof;Flagellaten;Overig;Chlorophyta;Chlorophyceae;Nephroselmis;366;0;kust en estuarien;"In 1) geteld als Chlorophyceae; 24/11: weglaten, niet consequent geteld.";weglaten;NVT;Chlorophyceae;NVT;Chlorophyceae;NVT;Chlorophyceae;NVT;Nephroselmis;NVT;57;;50
694;Niet van toepassing;NVT;NVT;NVT;Niet van toepassing;;;;;;;;;;;0;;CHLOROFYL-a;weglaten;;weglaten;;weglaten;;weglaten;;weglaten;;;;
336;Nitzschia;5232604000;NITZSPEC;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Nitzschia;367;0;;;Nitzschia;NVT;Nitzschia;NVT;Nitzschia;NVT;Nitzschia;NVT;Nitzschia;NVT;128;;50
337;Nitzschia bilobata;5232604130;NITZBILO;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Nitzschia;368;0;kust en estuarien;;Nitzschia;NVT;Nitzschia;NVT;Nitzschia;NVT;Nitzschia;NVT;Nitzschia bilobata;NVT;1767;;50
338;Nitzschia coarctata;5232604210;NITZCOAR;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Nitzschia;369;0;;In 1) en 2b) geteld als pennales of Nitzschia;Nitzschia;NVT;Nitzschia;NVT;Nitzschia;NVT;Nitzschia;NVT;Nitzschia coarctata;NVT;524;;50
339;Nitzschia longissima;5232604610;NITZLONG;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Nitzschia;370;0;;Sinds 2001 geteld als Cylindrotheca closterium;Cylindrotheca closterium;NVT;Cylindrotheca closterium;NVT;Cylindrotheca closterium;NVT;Cylindrotheca closterium;NVT;Nitzschia longissima;NVT;8181;;50
