time,direction,speed,gust
20130207 07,80,8.6,10
20130207 08,70,8.1,10
20130207 09,60,7.6,8.9
20130207 10,80,8.5,11.3
20130207 11,90,8.5,9.7
20130207 12,50,8,9.6
20130207 13,50,6.4,8.7
20130207 14,70,6.3,7.1
20130207 15,40,6.3,7.7
20130207 16,40,8.3,9.8
20130207 17,50,7.1,9.5
20130207 18,50,8.3,9.4
20130207 19,60,9.5,10.6
20130207 20,70,10.6,11.7
20130207 21,70,9.1,11.8
20130207 22,80,9.7,11.1
20130207 23,70,10.9,12.2
20130207 24,70,9.9,12.1
20130208 01,70,11.1,13.5
20130208 02,70,13.6,15.6
20130208 03,90,14.7,17.5
20130208 04,80,13.4,18.8
20130208 05,80,13.9,17.2
20130208 06,70,12.6,16.7
20130208 07,70,10.7,14.3
20130208 08,80,12.3,14.5
20130208 09,80,13.1,15.4
20130208 10,80,13.9,16.2
20130208 11,90,14.8,17.2
20130208 12,90,14,16.8
20130208 13,90,14.1,17
20130208 14,90,14.9,16.9
20130208 15,90,13.5,16.3
20130208 16,70,10.8,15.2
20130208 17,80,9.7,12.6
20130208 18,80,9.4,11.4
20130208 19,70,10.3,11.8
20130208 20,40,6.5,11.8
20130208 21,50,8.5,10.5
20130208 22,20,8.7,9.8
20130208 23,20,8.5,11.1
20130208 24,20,8.5,10.4
20130209 01,30,6.7,9.4
20130209 02,20,7.5,9
20130209 03,20,8.7,10.3
20130209 04,20,9,10.6
20130209 05,20,8.7,10.8
20130209 06,20,8.1,11
20130209 07,20,6.9,9.6
20130209 08,30,5.9,8.6
20130209 09,30,6.1,8
20130209 10,30,6.8,8.4
20130209 11,30,6.2,8.4
20130209 12,30,5.5,7.6
20130209 13,30,4.8,7.5
20130209 14,40,4.5,6.4
20130209 15,30,4.7,6.9
20130209 16,30,5.2,6.7
20130209 17,30,5,6.4
20130209 18,30,4.5,5.8
20130209 19,30,4.3,5.4
20130209 20,30,4.5,5.6
20130209 21,30,5.7,6.6
20130209 22,30,6.8,8.1
20130209 23,20,7.9,9.3
20130209 24,30,5.1,7.9
20130210 01,30,4.1,6.3
20130210 02,40,3.4,5.3
20130210 03,40,3.6,5.1
20130210 04,50,5.3,7.3
20130210 05,50,4.6,6.5
20130210 06,40,5,6.9
20130210 07,40,5.3,6.7
20130210 08,40,5.6,7
20130210 09,30,4.1,6.6
20130210 10,30,3.9,5.1
20130210 11,30,4.3,5.7
20130210 12,30,3.7,5.7
20130210 13,40,3,5.1
20130210 14,50,4,5.1
20130210 15,40,4.9,6.3
20130210 16,50,5.4,6.8
20130210 17,60,5.5,6.3
20130210 18,70,6.1,7.7
20130210 19,80,5.9,6.7
20130210 20,70,6.5,7.5
20130210 21,60,5.5,7.5
20130210 22,60,7.4,8
20130210 23,60,8.5,9.6
20130210 24,70,8.3,10
20130211 01,70,8.2,9
20130211 02,70,9.1,10.3
20130211 03,80,9.6,10.8
20130211 04,80,9.9,11.7
20130211 05,80,9.4,11
20130211 06,80,9,10.7
20130211 07,80,8.9,10
20130211 08,90,10.4,11.7
20130211 09,70,9.9,12.2
20130211 10,50,9.7,11.9
20130211 11,80,8.7,11.2
20130211 12,80,9.1,10.7
20130211 13,90,8.6,10.3
20130211 14,100,7.7,10.9
20130211 15,90,7.7,9.3
20130211 16,90,7.6,9.5
20130211 17,110,7.4,9.3
20130211 18,100,8.2,9.6
20130211 19,100,9.5,11.7
20130211 20,100,9.1,11.7
20130211 21,100,8.9,11.2
20130211 22,90,8.4,10.3
20130211 23,100,8.7,11.9
20130211 24,70,10.8,11.9
20130212 01,60,10.9,12.2
20130212 02,60,10.2,11.9
20130212 03,70,9.1,11.8
20130212 04,60,7.6,10.6
20130212 05,30,6.4,8.5
20130212 06,20,6.2,7.9
20130212 07,20,3.7,7.5
20130212 08,20,2.4,4.1
20130212 09,20,0.1,2.9
20130212 10,70,0.1,0.1
20130212 11,110,2.2,3.9
20130212 12,90,3.3,4.8
20130212 13,100,2.2,3.5
20130212 14,130,1.1,2.4
20130212 15,150,0.2,2.3
20130212 16,160,1.1,2.1
20130212 17,160,1.8,2.7
20130212 18,80,0.1,2.8
20130212 19,20,6.5,6.9
20130212 20,20,8.9,10.3
20130212 21,20,7.9,10
20130212 22,10,6,8.2
20130212 23,20,6.3,7.8
20130212 24,20,5.6,7.3
20130213 01,20,5.7,6.8
20130213 02,20,4.9,6.2
20130213 03,20,8.1,9
20130213 04,20,7.9,9.2
20130213 05,20,4.5,8.5
20130213 06,20,5.3,6.3
20130213 07,10,6.1,6.9
20130213 08,20,4.6,6.7
20130213 09,20,4.1,6.2
20130213 10,30,3.3,5.4
20130213 11,60,3.6,4.9
20130213 12,60,3.6,5.3
20130213 13,60,3.7,5.3
20130213 14,70,4.6,5.9
20130213 15,90,4.7,5.6
20130213 16,90,4,5.8
20130213 17,100,5.4,6.5
20130213 18,110,6.2,7.2
20130213 19,80,6.6,7.8
20130213 20,80,8,9.1
20130213 21,70,8.1,8.9
20130213 22,70,8.6,9.6
20130213 23,70,8.7,10
20130213 24,80,8.4,9.8
20130214 01,80,9.2,10.1
20130214 02,70,8.2,10
20130214 03,70,8.1,9.5
20130214 04,80,7.5,9.6
20130214 05,70,6.5,8.7
20130214 06,70,6.9,8.1
20130214 07,70,6.6,8.2
20130214 08,80,7.7,8.8
20130214 09,60,6.6,9.3
20130214 10,50,6.7,7.6
20130214 11,60,7,7.9
20130214 12,50,5,6.9
20130214 13,60,4.6,6.5
20130214 14,60,4.7,6.1
20130214 15,50,3.7,5.9
20130214 16,50,3.7,5
20130214 17,50,5,6.4
20130214 18,60,3.3,5.8
20130214 19,40,2.6,4.5
20130214 20,50,3,4
20130214 21,60,2.4,3.5
20130214 22,40,1.7,2.6
20130214 23,20,2.3,2.7
20130214 24,30,2.9,3.3
20130215 01,30,3.9,4.2
20130215 02,20,4.8,5.1
20130215 03,30,4.1,5.1
20130215 04,40,3.5,4.9
20130215 05,40,4.1,4.6
20130215 06,30,3.7,5.6
20130215 07,30,3.5,5.5
20130215 08,50,3.6,4.6
20130215 09,110,3.7,5.3
20130215 10,80,4.7,5
20130215 11,70,4.1,5.3
20130215 12,60,3.4,4.5
20130215 13,70,4.2,4.9
20130215 14,80,2.9,4.1
20130215 15,110,2.2,3.1
20130215 16,20,0.1,1.8
20130215 17,140,0.1,0.2
20130215 18,50,0.1,0.1
20130215 19,220,0.1,0.2
20130215 20,310,1,3.3
20130215 21,40,3,4.1
20130215 22,70,9.8,11.5
20130215 23,70,12.1,13.5
20130215 24,80,12.1,14.5
20130216 01,80,10,14.6
20130216 02,70,11.2,12.9
20130216 03,70,10.9,13
20130216 04,70,11.5,12.9
20130216 05,90,11.6,13.5
20130216 06,80,10.2,12.7
20130216 07,80,10.2,11.6
20130216 08,80,11.7,13.5
20130216 09,80,11.9,14.1
20130216 10,80,11.3,13.9
20130216 11,80,11.1,13.4
20130216 12,80,11.4,12.8
20130216 13,80,10.7,12.9
20130216 14,80,11.7,13.9
20130216 15,90,11,13.2
20130216 16,90,9.7,11.9
20130216 17,90,7.9,11.5
20130216 18,70,7.4,9.4
20130216 19,90,8.5,10.2
20130216 20,100,8.9,10.5
20130216 21,110,8.6,10.7
20130216 22,110,9.1,12.7
20130216 23,100,10,11.4
20130216 24,90,10.1,13.5
20130217 01,70,10.2,12.7
20130217 02,70,11.3,12.8
20130217 03,60,10.6,12.9
20130217 04,60,10.5,11.9
20130217 05,70,9.4,12.1
20130217 06,70,8.8,11.1
20130217 07,60,9.6,11
20130217 08,70,9.1,10.9
20130217 09,60,7.4,10.2
20130217 10,70,6,8.4
20130217 11,60,6.1,7.2
20130217 12,40,4.1,6.8
20130217 13,40,3.5,5.4
20130217 14,50,3,4.9
20130217 15,40,3.5,4.4
20130217 16,50,2.8,4.4
20130217 17,60,3.1,5.1
20130217 18,70,3,4.4
20130217 19,80,4,4.7
20130217 20,50,4.3,5.1
20130217 21,40,3.6,5.4
20130217 22,50,3.4,4.9
20130217 23,50,3.4,4.8
20130217 24,40,3,3.9
20130218 01,40,3.3,4.1
20130218 02,60,3.7,4.9
20130218 03,50,3.4,4.8
20130218 04,30,4,4.7
20130218 05,20,3.1,4.8
20130218 06,30,3,3.4
20130218 07,30,2.1,3.2
20130218 08,40,2.6,3.4
20130218 09,30,3.5,4.1
20130218 10,50,2.7,3.8
20130218 11,20,2.8,3.9
20130218 12,40,2.3,3.1
20130218 13,60,2.2,2.9
20130218 14,110,1.5,2.8
20130218 15,120,2.1,3.5
20130218 16,120,1.3,2.7
20130218 17,130,0.3,2.5
20130218 18,140,0.1,0.1
20130218 19,Varia,0.1,0.1
20130218 20,180,4.3,4.9
20130218 21,210,2.3,5.4
20130218 22,340,1.1,1.9
20130218 23,110,0.1,1.7
20130218 24,50,0.1,0.1
20130219 01,90,0.1,0.2
20130219 02,110,0.1,0.1
20130219 03,40,0.1,0.1
20130219 04,20,2.6,3
20130219 05,30,3,3.6
20130219 06,40,2.7,3.9
20130219 07,50,3.1,4.4
20130219 08,30,2.8,3.7
20130219 09,20,3.3,3.9
20130219 10,40,2,3.9
20130219 11,50,1.8,3.2
20130219 12,50,0.1,2.9
20130219 13,50,0.2,2.4
20130219 14,110,0.1,0.1
20130219 15,120,0.1,0.1
20130219 16,160,0.1,0.1
20130219 17,230,0.1,3.4
20130219 18,40,2.7,4.8
20130219 19,60,9.6,10.6
20130219 20,70,12.4,13.7
20130219 21,70,13,15.1
20130219 22,70,10.7,14.7
20130219 23,80,11.5,13.2
20130219 24,80,12,14
20130220 01,80,11.7,14
20130220 02,80,12.5,14.3
20130220 03,80,12,13.9
20130220 04,90,11.4,13.8
20130220 05,80,10.5,12.9
20130220 06,80,11.7,13.9
20130220 07,80,11,14.1
20130220 08,90,11.5,13.5
20130220 09,80,11.4,13.3
20130220 10,70,10.3,12.9
20130220 11,80,10.6,12.7
20130220 12,80,9.7,12.5
20130220 13,80,8.8,11.1
20130220 14,80,7.4,9.4
20130220 15,90,7,8.5
20130220 16,90,7.2,8.5
20130220 17,90,6.5,8.7
20130220 18,80,5.4,7.6
20130220 19,70,5.2,6.2
20130220 20,70,5.8,6.6
20130220 21,70,7,8
20130220 22,80,8.6,9.9
20130220 23,90,9.2,10.9
20130220 24,80,10.8,12.2
20130221 01,80,10.4,12.5
20130221 02,70,9.9,12.3
20130221 03,80,9.5,11.5
20130221 04,80,10.2,11.7
20130221 05,90,10.3,12
20130221 06,80,9.9,11.8
20130221 07,90,9.9,11.3
20130221 08,80,9.7,11.5
20130221 09,80,8.8,11.3
20130221 10,90,9.2,10.8
20130221 11,80,9,10.4
20130221 12,80,8.6,10.2
20130221 13,80,7.3,9.6
20130221 14,90,4.7,7.9
20130221 15,90,4.2,5.9
20130221 16,100,4.6,5.6
20130221 17,80,4.7,6.1
20130221 18,90,5,5.8
20130221 19,60,4.5,5.8
20130221 20,60,4.8,5.7
20130221 21,60,5.2,6.1
20130221 22,60,6,7.1
20130221 23,70,7.3,8.7
20130221 24,50,6.7,8.9
20130222 01,80,6.5,7.7
20130222 02,80,6.9,8.7
20130222 03,100,6.5,7.8
20130222 04,90,6.9,7.8
20130222 05,70,6.3,7.1
20130222 06,80,6.1,6.8
20130222 07,90,6.1,7.1
20130222 08,80,5.4,7
20130222 09,80,5.5,6.7
20130222 10,90,5.5,6.6
20130222 11,50,2.9,6.7
20130222 12,50,2.3,4
20130222 13,60,4.3,4.8
20130222 14,110,4.8,5.7
20130222 15,130,0.2,6
20130222 16,120,0.1,2.1
20130222 17,150,0.1,0.2
20130222 18,140,0.1,0.1
20130222 19,80,2.2,3.2
20130222 20,90,3.9,4.6
20130222 21,80,7.8,8.9
20130222 22,80,8.5,10
20130222 23,70,8.9,10.4
20130222 24,80,9.9,11.5
20130223 01,70,9.3,11.3
20130223 02,80,10,11.3
20130223 03,90,10.1,11.8
20130223 04,100,9.9,12
20130223 05,90,9.2,12.2
20130223 06,90,9,10.3
20130223 07,90,9.8,11.8
20130223 08,80,9.7,12.5
20130223 09,80,10.2,12.7
20130223 10,60,8,12.1
20130223 11,50,7.6,10.5
20130223 12,70,7.3,8.8
20130223 13,70,6.5,8.5
20130223 14,50,4.6,7.5
20130223 15,80,5.3,6.2
20130223 16,100,6.6,7.8
20130223 17,110,6.6,8.3
20130223 18,100,7.8,9.4
20130223 19,80,6.3,8.8
20130223 20,60,5.4,7.1
20130223 21,60,7.9,9.5
20130223 22,70,9.6,11.5
20130223 23,60,10.6,11.9
20130223 24,70,11.2,12.8
20130224 01,70,11.3,13.4
20130224 02,80,12.1,14.1
20130224 03,80,12.9,15.5
20130224 04,80,13,16.2
20130224 05,90,13.9,15.9
20130224 06,70,12.7,15.8
20130224 07,70,10.7,15.1
20130224 08,60,10.5,12.6
20130224 09,40,7.3,11.8
20130224 10,60,10.5,12.1
20130224 11,70,8.9,11
20130224 12,70,8.5,9.7
20130224 13,70,7.4,9.7
20130224 14,70,7.7,8.4
20130224 15,70,6.1,8.1
20130224 16,90,6.3,7.4
20130224 17,70,5.4,6.4
20130224 18,80,6.6,7.5
20130224 19,50,7.1,8.6
20130224 20,60,8.1,9.2
20130224 21,60,9.3,10.3
20130224 22,60,8.8,10.5
20130224 23,70,9.2,11.2
20130224 24,80,9.9,11.9
20130225 01,80,10.2,11.6
20130225 02,60,11.3,12.8
20130225 03,70,13.3,15.5
20130225 04,70,11.9,14.4
20130225 05,60,9.6,13.4
20130225 06,60,7.3,11
20130225 07,80,6.7,9.1
20130225 08,80,6.3,9.9
20130225 09,60,5,7
20130225 10,50,4.2,5.5
20130225 11,40,3.6,5.2
20130225 12,60,6.5,8.1
20130225 13,50,6.4,8.6
20130225 14,50,5.9,6.9
20130225 15,50,4.9,7.2
20130225 16,50,4.8,6.2
20130225 17,50,4.6,6.1
20130225 18,40,4.9,5.9
20130225 19,40,5,7.9
20130225 20,40,5.8,6.9
20130225 21,40,6.3,7.3
20130225 22,50,5.7,7.5
20130225 23,60,5.9,7.4
20130225 24,40,5.9,6.8
20130226 01,40,6.1,6.9
20130226 02,40,6.5,7.4
20130226 03,40,7,8.5
20130226 04,50,7.8,8.8
20130226 05,50,6.2,8.3
20130226 06,50,6.5,7.2
20130226 07,50,4.8,7.7
20130226 08,50,4.4,5.5
20130226 09,70,6,6.5
20130226 10,50,5.1,6.8
20130226 11,60,5.9,6.6
20130226 12,50,4.6,5.6
20130226 13,60,5.7,6.6
20130226 14,60,4.2,6.8
20130226 15,60,4.4,4.8
20130226 16,50,3.1,4.8
20130226 17,70,4,4.7
20130226 18,40,3.7,4.9
20130226 19,40,4.3,5
20130226 20,80,5,5.4
20130226 21,100,5.1,5.3
20130226 22,100,4.1,5.6
20130226 23,90,3.5,4.4
20130226 24,30,3.3,3.7
20130227 01,30,2.2,3.3
20130227 02,40,2.5,3.9
20130227 03,20,3,4
20130227 04,20,2.2,3.5
20130227 05,30,2.4,2.9
20130227 06,20,2.6,3.3
20130227 07,40,3.5,4.2
20130227 08,20,0.1,3.7
20130227 09,30,2.2,2.8
20130227 10,Varia,0.9,3
20130227 11,110,0.3,2.3
20130227 12,120,2,2.6
20130227 13,140,1,2.5
20130227 14,Varia,0.2,1.9
20130227 15,180,0.1,0.2
20130227 16,210,0.1,1.7
20130227 17,210,2.6,3
20130227 18,220,2.2,2.9
20130227 19,220,1.9,2.9
20130227 20,240,0.1,2.3
20130227 21,220,2.6,3
20130227 22,260,1.9,3.7
20130227 23,100,0.1,3
20130227 24,90,3.4,4.7
20130228 01,80,7.8,8.8
20130228 02,70,7.8,9.2
20130228 03,60,8.8,9.6
20130228 04,50,7.7,9.9
20130228 05,50,8.3,9.9
20130228 06,50,6.6,9.3
20130228 07,70,8.9,10.2
20130228 08,50,6.1,10.2
20130228 09,40,6.1,7.6
20130228 10,40,6.9,8.1
20130228 11,50,8.4,9.5
20130228 12,50,9,10.4
20130228 13,50,9,10.7
20130228 14,60,9.8,11.2
20130228 15,50,8.8,10.9
20130228 16,50,9.2,10.1
20130228 17,60,8.9,10.2
20130228 18,60,8.3,9.5
20130228 19,60,8.4,8.8
20130228 20,40,4.8,8.6
20130228 21,40,4,6.6
20130228 22,40,4.4,6
20130228 23,40,5.3,6.7
20130228 24,30,5.3,7
20130301 01,40,7.6,8.8
20130301 02,40,7.2,9.8
20130301 03,40,7.6,9.6
20130301 04,40,7,10
20130301 05,50,7.5,9.9
20130301 06,70,6.8,10.1
20130301 07,50,5.4,7.4
20130301 08,50,5.1,6.4
20130301 09,40,5.7,6.9
20130301 10,50,6.6,7.7
20130301 11,30,5.3,7.7
20130301 12,30,5.5,6.4
20130301 13,30,4.2,5.8
20130301 14,30,5.2,6.3
20130301 15,50,4,5.8
20130301 16,20,3.5,4.8
20130301 17,50,3.6,4.5
20130301 18,50,4.7,5.2
20130301 19,40,3.8,5.1
20130301 20,30,3.2,4.7
20130301 21,40,3.5,5.2
20130301 22,40,3.8,4.6
20130301 23,30,3.2,4.7
20130301 24,30,3.6,5.3
20130302 01,40,3.8,4.7
20130302 02,30,2.8,4.2
20130302 03,30,3.9,4.3
20130302 04,20,2.8,4
20130302 05,40,3.6,4.2
20130302 06,50,5,5.6
20130302 07,60,11,14.5
20130302 08,40,7.5,12
20130302 09,50,10.9,14
20130302 10,70,13.4,16.2
20130302 11,80,14.7,18.5
20130302 12,80,12.9,17
20130302 13,80,12.7,14.3
20130302 14,80,11.1,13.5
20130302 15,70,10.3,12.4
20130302 16,60,9.4,11.8
20130302 17,20,6.5,10.8
20130302 18,20,8.3,9.7
20130302 19,30,6.9,9.7
20130302 20,30,7.3,9.1
20130302 21,20,6.8,8.7
20130302 22,20,7.8,9.1
20130302 23,20,7.9,9.3
20130302 24,20,8.1,9.5
20130303 01,20,7.8,9.1
20130303 02,20,8.9,10.3
20130303 03,10,7.8,11.5
20130303 04,20,6.3,9.2
20130303 05,20,8.2,9.5
20130303 06,20,8.9,11.2
20130303 07,20,7.8,10
20130303 08,20,5.7,9.5
20130303 09,30,4.7,7.3
20130303 10,10,6.9,8
20130303 11,20,5.7,10.3
20130303 12,20,6.6,9.7
20130303 13,10,4.6,6.9
20130303 14,30,4.6,6.2
20130303 15,20,5.5,6.5
20130303 16,30,6,7.4
20130303 17,30,5.5,7.6
20130303 18,10,3.9,6.9
20130303 19,10,4.9,6.7
20130303 20,20,6.9,7.9
20130303 21,20,8.8,10.4
20130303 22,20,9.4,10.9
20130303 23,20,8.4,11.8
20130303 24,20,9.4,10.8
20130304 01,20,6.7,10.1
20130304 02,20,6.9,9.8
20130304 03,20,8.1,10
20130304 04,10,6.5,9.1
20130304 05,10,5.5,7.3
20130304 06,20,5.3,6.6
20130304 07,20,5.3,7
20130304 08,20,6.5,7.8
20130304 09,20,6.7,8.8
20130304 10,30,5.6,7.6
20130304 11,40,4.4,6.9
20130304 12,60,4.4,6.4
20130304 13,60,4,5.7
20130304 14,90,3.6,4.9
20130304 15,100,4.2,5.3
20130304 16,100,5,5.7
20130304 17,110,4.6,6.3
20130304 18,80,2.1,6.3
20130304 19,70,3.2,4.2
20130304 20,40,3.4,4.2
20130304 21,50,4.5,5.4
20130304 22,50,6.5,7.7
20130304 23,60,6.8,8.1
20130304 24,70,8.4,10.1
20130305 01,80,10.1,11.4
20130305 02,80,10.7,12.5
20130305 03,80,10.8,14
20130305 04,80,11,12.8
20130305 05,70,10.6,14.1
20130305 06,40,7.8,11.7
20130305 07,50,9.5,11.3
20130305 08,50,9,10.8
20130305 09,60,8.5,10.9
20130305 10,70,10.7,12.4
20130305 11,70,11.2,13.2
20130305 12,70,9.8,12.3
20130305 13,80,9.4,11.7
20130305 14,70,8,11
20130305 15,70,7,10.3
20130305 16,70,6.2,7.9
20130305 17,70,6.1,7
20130305 18,50,5.2,6.9
20130305 19,40,4.7,5.7
20130305 20,40,5.4,6.2
20130305 21,40,6.1,7
20130305 22,40,6.5,7.6
20130305 23,50,6.5,8.4
20130305 24,50,6.7,7.8
20130306 01,50,6.5,8
20130306 02,60,7.2,8.1
20130306 03,70,7.5,8.5
20130306 04,70,8.5,9.9
20130306 05,70,9.3,10.9
20130306 06,70,8.9,10.8
20130306 07,70,9.5,11.1
20130306 08,60,8.9,10.7
20130306 09,60,6.9,9.5
20130306 10,50,6,8.2
20130306 11,60,6,7.3
20130306 12,60,5.7,7.7
20130306 13,60,4.5,7
20130306 14,60,3.6,5.3
20130306 15,60,3.4,4.5
20130306 16,50,3,4
20130306 17,60,2.3,3.7
20130306 18,70,2,2.7
20130306 19,60,1.6,3
20130306 20,20,2.5,2.9
20130306 21,10,1.9,2.8
20130306 22,20,2.4,2.8
20130306 23,40,3.8,4.1
20130306 24,40,4.7,5
20130307 01,40,5.3,6.1
20130307 02,40,4.5,5.4
20130307 03,40,4.6,5.4
20130307 04,40,4.2,5.2
20130307 05,30,3.8,5.2
20130307 06,30,4.1,4.8
20130307 07,40,3.2,4.6
20130307 08,20,2.4,3.5
20130307 09,30,2.3,2.7
20130307 10,40,2.6,3.2
20130307 11,40,1.9,3.1
20130307 12,90,1.6,2.7
20130307 13,100,2,3.3
20130307 14,120,1.1,2.6
20130307 15,Varia,0.1,1.5
20130307 16,150,0.1,0.2
20130307 17,200,1.8,3
20130307 18,230,2,2.9
20130307 19,240,1.9,2.4
20130307 20,290,3.1,3.5
20130307 21,280,2.9,3.9
20130307 22,270,2.9,4.8
20130307 23,260,2.6,6
20130307 24,250,1.2,4.5
20130308 01,250,2.6,3.5
20130308 02,270,2.5,3.1
20130308 03,290,0.1,3.2
20130308 04,290,0.1,0.2
20130308 05,320,0.1,0.1
20130308 06,200,0.1,0.1
20130308 07,210,0.1,0.2
20130308 08,350,0.1,0.2
20130308 09,120,0.1,0.1
20130308 10,220,0.1,0.1
20130308 11,200,0.1,0.1
20130308 12,190,0.1,0.3
20130308 13,230,4.7,5
20130308 14,230,5.7,6.1
20130308 15,230,6.6,7.4
20130308 16,240,6.3,7.6
20130308 17,240,5.4,7.5
20130308 18,260,3.8,6.2
20130308 19,240,5.9,7.6
20130308 20,270,3.8,7.4
20130308 21,260,2.9,5.9
20130308 22,250,3.1,4.2
20130308 23,260,3.6,5.2
20130308 24,280,2.4,4.8
20130309 01,260,2.8,3.3
20130309 02,250,2.3,3.4
20130309 03,230,1.4,2.8
20130309 04,240,1.8,2.1
20130309 05,300,0.3,1.9
20130309 06,260,0.1,0.1
20130309 07,330,0.1,0.1
20130309 08,30,0.1,0.1
20130309 09,50,2.5,2.8
20130309 10,60,2,3.8
20130309 11,40,1.8,2.7
20130309 12,70,2.5,2.9
20130309 13,100,1.8,2.9
20130309 14,120,0.1,2.2
20130309 15,120,0.1,0.2
20130309 16,160,1,1.7
20130309 17,170,0.1,1.4
20130309 18,180,0.1,0.1
20130309 19,150,0.1,0.1
20130309 20,150,0.1,0.1
20130309 21,30,0.1,0.1
20130309 22,40,0.1,0.1
20130309 23,20,1.6,2.3
20130309 24,360,1.7,2.6
20130310 01,30,1.8,2.2
20130310 02,60,2.8,3.3
20130310 03,30,2.6,3.6
20130310 04,10,2.3,3.3
20130310 05,40,2.9,3.3
20130310 06,30,2.3,3.2
20130310 07,10,2.3,3.1
20130310 08,20,2.5,2.8
20130310 09,20,2.5,2.9
20130310 10,30,2.2,2.9
20130310 11,60,1.7,2.9
20130310 12,80,2.1,3.3
20130310 13,120,1.4,2.2
20130310 14,150,0.1,1.6
20130310 15,190,1.8,2.1
20130310 16,220,3,3.4
20130310 17,240,3.7,4.2
20130310 18,230,2.7,4.2
20130310 19,240,2.4,3.9
20130310 20,240,3.3,4.2
20130310 21,240,1.8,3.5
20130310 22,210,0.1,3.5
20130310 23,300,0.1,0.1
20130310 24,260,0.1,0.2
20130311 01,140,0.1,0.2
20130311 02,70,0.1,0.1
20130311 03,30,1.7,2.6
20130311 04,40,3.4,4.1
20130311 05,50,5.5,6.7
20130311 06,80,10.5,12.8
20130311 07,90,11.7,13.4
20130311 08,90,11.6,14.1
20130311 09,80,11.8,13.6
20130311 10,80,10.8,13.2
20130311 11,80,10.2,12.3
20130311 12,80,7.9,11.5
20130311 13,80,8.2,9.7
20130311 14,80,7.5,9.5
20130311 15,80,6.6,8.5
20130311 16,90,7.3,8.5
20130311 17,80,6.4,8.7
20130311 18,70,5,7.2
20130311 19,80,5.8,6.6
20130311 20,80,6.1,7
20130311 21,50,4.9,7.1
20130311 22,50,6.3,7.2
20130311 23,60,4.9,6.8
20130311 24,60,6.9,8
20130312 01,70,9.1,10.5
20130312 02,70,9.7,10.6
20130312 03,70,9.1,10.9
20130312 04,60,8.6,11
20130312 05,60,9.4,10.8
20130312 06,90,10.5,12.9
20130312 07,60,8.1,11.5
20130312 08,50,8,9.9
20130312 09,70,7.9,8.7
20130312 10,60,7.3,8.9
20130312 11,70,7.6,8.9
20130312 12,60,7.8,9.3
20130312 13,50,5.7,8.1
20130312 14,50,5.1,7.1
20130312 15,60,5.2,7
20130312 16,70,5.4,6.5
20130312 17,80,3.9,5.5
20130312 18,40,3.2,4.3
20130312 19,40,2.9,4.1
20130312 20,20,2.1,4.2
20130312 21,20,2.3,3
20130312 22,50,3.7,4.6
20130312 23,40,3.3,4
20130312 24,60,1.4,3.9
20130313 01,50,1.1,2.1
20130313 02,50,2.7,3.1
20130313 03,30,3.4,4.1
20130313 04,40,1.6,3.5
20130313 05,240,0.1,2.2
20130313 06,60,2.2,3.4
20130313 07,30,2.6,3.4
20130313 08,30,1.3,3
20130313 09,30,3.4,3.7
20130313 10,40,3.3,4.7
20130313 11,60,4.1,5.5
20130313 12,100,1.5,4.5
20130313 13,160,2.9,3.3
20130313 14,160,2.6,3.5
20130313 15,190,2.1,4.3
20130313 16,180,2.2,4.9
20130313 17,200,1.6,3.3
20130313 18,230,4.7,5.2
20130313 19,250,3.5,4.7
20130313 20,250,3.6,6.6
20130313 21,230,4.4,5
20130313 22,300,1.2,4.8
20130313 23,310,3.2,4.2
20130313 24,330,0.4,3.2
20130314 01,270,0.1,0.2
20130314 02,240,0.1,0.2
20130314 03,360,1.4,2.2
20130314 04,20,1.8,3.5
20130314 05,30,2.8,3.2
20130314 06,80,5.4,6.4
20130314 07,90,12.3,15.5
20130314 08,90,13.6,16.3
20130314 09,90,13.6,16.6
20130314 10,90,13.2,16
20130314 11,90,13,15.6
20130314 12,80,13.7,15.4
20130314 13,80,11.1,15.7
20130314 14,80,11.6,13.6
20130314 15,90,11.5,13.4
20130314 16,90,11.6,14
20130314 17,90,12,15.2
20130314 18,100,12.8,14.1
20130314 19,90,10,14.6
20130314 20,100,11.5,13.7
20130314 21,90,10.1,12.6
20130314 22,90,11.5,12.9
20130314 23,80,11.2,12.9
20130314 24,80,11.4,12.9
20130315 01,80,11.1,13.3
20130315 02,80,11.2,13.4
20130315 03,80,10.7,13.4
20130315 04,80,9.4,11.4
20130315 05,80,8.2,10.6
20130315 06,90,7.7,9.3
20130315 07,80,8.6,9.6
20130315 08,90,8.9,10.6
20130315 09,90,8.5,10.3
20130315 10,90,8.8,10.4
20130315 11,90,9.6,11
20130315 12,90,8.5,11.4
20130315 13,80,7.6,10.8
20130315 14,80,6.9,9.2
20130315 15,90,6.4,8.1
20130315 16,80,6.5,7.5
20130315 17,90,5.9,7.7
20130315 18,90,5.9,7.4
20130315 19,80,6.2,7
20130315 20,60,5.8,6.6
20130315 21,60,4.7,6.3
20130315 22,60,5.2,5.9
20130315 23,50,5.4,6.4
20130315 24,50,6.1,6.8
20130316 01,50,6.6,7.5
20130316 02,60,7.5,8.6
20130316 03,60,7.3,8.4
20130316 04,60,7.3,8.8
20130316 05,60,7.5,8.4
20130316 06,60,7.4,9
20130316 07,60,7.3,8.8
20130316 08,70,7.1,8.8
20130316 09,70,8.8,9.7
20130316 10,80,7.8,9.2
20130316 11,60,7,8.7
